score X_test,TARGET
0.6890056410920806,0
-0.9219422467576806,0
-1.1728202140075155,0
0.8109994668009222,0
-0.3074879030318698,0
1.3057942646555603,1
1.4865252483868971,1
-0.3081362636585254,0
-0.007191521755885333,1
0.6741393098345725,0
0.9257866110710893,1
-1.6230483032995835,0
-1.3279425296932459,0
-1.235013949543145,0
-1.2865975770691875,0
1.1791393649182282,0
1.3530115351313725,1
1.2249109223484993,0
-0.5857297874317737,0
1.913813581573777,0
-0.4329155936720781,0
-0.24464498480665497,0
1.8256086613982916,0
-0.46420696734276135,1
-1.9649888357962482,0
-1.1019078062963672,0
-0.7430766106699593,0
0.5133920201915316,1
0.09611420978035312,1
-1.433337248454336,0
-0.163759465853218,1
-1.3553456996451132,1
-1.0528772546094842,0
-0.06047803076216951,1
0.7418458180763992,1
1.0721328223007731,1
-0.8718849477008916,0
1.9762679789564572,0
0.038667434244416654,1
0.6043769603129476,1
-2.4618681055289926,0
-0.9963966079085367,0
0.19813785963924602,1
0.22176867711823434,0
1.4823391084792092,0
0.4628593570232624,0
0.7348315703420667,0
0.7375653320923448,1
-0.7759422843228094,0
1.9503536550182616,0
-0.8102463434042875,0
0.7772405723808333,1
2.3084160832804628,1
0.39030455924512353,0
0.4943028326233616,0
1.1308979595196433,1
-0.00653212406905368,1
0.5595921369385906,1
2.0666002637008205,1
-1.063202776655089,0
-0.6794675288256258,1
-0.1357569125975715,0
-0.9277326485607773,0
-0.592769339622464,0
0.5351534179062583,0
1.1693096868693829,1
0.16678644790954422,0
0.09850505522626918,0
0.5313172099558869,0
1.5714950809197035,1
0.2284662207821384,1
1.9169346493436024,1
-0.15325027896324173,1
0.7210641569836298,0
2.1531378431245685,1
-0.614173443580512,1
-0.396106886677444,0
0.14807821207796223,0
-1.5312139364541508,0
0.052079386776313186,0
1.3737422481062822,1
-0.04814481583889574,1
1.7129707675194368,1
-0.5633774475863902,0
-1.2048493494512513,0
-0.3958215113962069,1
-0.21605355781503022,0
-0.9124389378121123,0
0.6390264730434865,1
-0.4153672197717242,0
-0.4016413849312812,0
0.774513671596651,0
-0.05183023388963193,1
0.6326616826700047,0
0.8716121958568692,0
0.20994220621651039,1
-1.350896348245442,0
-0.7406972703756765,0
0.5280104968696833,1
-1.1596651372965425,0
-0.44044434548413847,0
0.6768067329539917,0
0.29209505196195096,0
0.11292404349660501,1
-0.01010594105173368,1
0.4713016800233163,1
2.1372109054937027,0
1.6773228703532368,1
